PaperProjectID,DOI,Title,NoveltyScore,Confidence,ControversyIndex,Classification,Explanation,AdjudicationNote,Uniqueness,Tension,Synthesis,Coherence
029_458,https://doi.org/10.1016/j.farma.2024.10.016,Criteria for medication reconciliation in major orthopedic surgery in high-risk patients: A consensus based on the Delphi method,0.5087,0.9278,0.8022,Incremental,"This paper is a 5.1/10 for novelty, and we are 93% confident in this assessment. The high confidence (93%) indicates strong consensus across all judge perspectives.",Consensus,0.544,0.4,0.6229,0.9081
029_459,https://doi.org/10.3389/fpubh.2024.1424315,The effect of occupational exposure to organic dust on lung function parameters among African industrial workers: a systematic review and meta-analysis,0.3552,0.9595,0.4497,Incremental,"This paper is a 3.6/10 for novelty, and we are 96% confident in this assessment. The high confidence (96%) indicates strong consensus across all judge perspectives.",Consensus,0.482,0,0.6602,0.5273
029_460,https://doi.org/10.1016/j.jphyss.2025.100045,LAMC1 aggravates diabetic retinopathy through PI3K/AKT signaling-regulated epithelial-mesenchymal transition in retinal pigment epithelial cells,0.5488,0.8586,1,Incremental,"This paper is a 5.5/10 for novelty, and we are 86% confident in this assessment. The moderate confidence (86%) suggests reasonable agreement among judges.",Socratic Panel,0.65,0.3,0.6877,0.9361
029_461,https://doi.org/10.3390/su17136035,A Global Perspective on Ecotourism Marketing Trends: A Review,0.4494,0.9608,0.4352,Incremental,"This paper is a 4.5/10 for novelty, and we are 96% confident in this assessment. The high confidence (96%) indicates strong consensus across all judge perspectives.",Consensus,0.51,0.25,0.684,0.9448
029_462,https://doi.org/10.3844/ajbbsp.2024.43.51,Isolation and Identification of Bacteria Leading to Microbial Spoilage of Sweet Potato and Screening for Antistaling Agents Running Head,0.5191,0.9771,0.2542,Incremental,"This paper is a 5.2/10 for novelty, and we are 98% confident in this assessment. The high confidence (98%) indicates strong consensus across all judge perspectives.",Consensus,0.596,0.3,0.7147,0.9458
029_463,https://doi.org/10.1016/j.asej.2025.103494,The role of fear and competition in the dynamic of the prey-predator-scavenger system,0.4781,0.9387,0.6817,Incremental,"This paper is a 4.8/10 for novelty, and we are 94% confident in this assessment. The high confidence (94%) indicates strong consensus across all judge perspectives.",Consensus,0.532,0.3,0.6892,0.9218
029_464,https://doi.org/10.1016/j.jdent.2025.105818,Current and future trends in the teaching of direct posterior composites restorations at dental schools in Canada: A cross-sectional study,0.4113,0.941,0.6561,Incremental,"This paper is a 4.1/10 for novelty, and we are 94% confident in this assessment. The high confidence (94%) indicates strong consensus across all judge perspectives.",Consensus,0.432,0.3,0.621,0.9133
029_465,https://doi.org/10.1017/s0007114524002174,Barriers and enablers to salt intake reduction in Australian adults with high blood pressure,0.4725,0.9692,0.3424,Incremental,"This paper is a 4.7/10 for novelty, and we are 97% confident in this assessment. The high confidence (97%) indicates strong consensus across all judge perspectives.",Consensus,0.518,0.3,0.7166,0.9252
029_466,https://doi.org/10.3390/medicina61091527,Fecal Zonulin as a Non-Invasive Marker of Intestinal Permeability: Findings from a Prospective Cohort Study,0.4995,0.9479,0.5788,Incremental,"This paper is a 5.0/10 for novelty, and we are 95% confident in this assessment. The high confidence (95%) indicates strong consensus across all judge perspectives.",Consensus,0.568,0.3,0.6873,0.9294
029_467,https://doi.org/10.1093/insilicoplants/diae012,"Changes in the leaf area-seed yield relationship in soybean driven by genetic, management and environments: implications for high-throughput phenotyping",0.5338,0.9255,0.8272,Incremental,"This paper is a 5.3/10 for novelty, and we are 93% confident in this assessment. The high confidence (93%) indicates strong consensus across all judge perspectives.",Consensus,0.62,0.3,0.7182,0.9334
029_468,https://doi.org/10.47667/ijphr.v5i1.308,Research on the Implementation of Customary Law in the Protection of Forests and Forest Land by Ethnic Minorities in Đắk Lắk Province (Vietnam) today,0.4467,0.9632,0.4092,Incremental,"This paper is a 4.5/10 for novelty, and we are 96% confident in this assessment. The high confidence (96%) indicates strong consensus across all judge perspectives.",Consensus,0.48,0.3,0.6869,0.9402
029_469,https://doi.org/10.3390/jcm14113881,"Efficacy of Upadacitinib in Treating Alopecia Areata, Atopic Dermatitis, and Th1 Comorbidities in Pediatric Patients: A Comprehensive Case Series and Literature Review",0.45,0.867,1,Incremental,"This paper is a 4.5/10 for novelty, and we are 87% confident in this assessment. The moderate confidence (87%) suggests reasonable agreement among judges. Note: Final score was adjusted by the Skeptic Gate (Responsible Metrics filter).",VETO: Review Cap (Socratic Panel),0.741,0.25,0.6869,0.9139
029_470,https://doi.org/10.1016/j.yexcr.2025.114456,microRNA-30c attenuates contrast-induced acute kidney injury by reducing renal tubular epithelial cell apoptosis via targeting SOCS1,0.5633,0.9449,0.6119,Moderately Novel,"This paper is a 5.6/10 for novelty, and we are 94% confident in this assessment. The high confidence (94%) indicates strong consensus across all judge perspectives.",Consensus,0.62,0.4,0.7133,0.9447
029_471,https://doi.org/10.2478/aoas-2025-0005,"Common Carp ( <i>Cyprinus Carpio</i> ) Exposure to Water-Soluble Fraction (WSF) of Crude Oil: Evaluation of Protective Effects of Dietary <i>Rosmarinus Officinalis</i> Leaf on Water Quality, Growth Performance, Oxidative Stress, Stress Hormones and Heat Shock Proteins",0.4809,0.8934,1,Incremental,"This paper is a 4.8/10 for novelty, and we are 89% confident in this assessment. The moderate confidence (89%) suggests reasonable agreement among judges.",Socratic Panel,0.543,0.3,0.6514,0.95
029_472,https://doi.org/10.3390/machines12070430,A Robust Online Diagnostic Strategy of Inverter Open-Circuit Faults for Robotic Joint BLDC Motors,0.5194,0.9714,0.318,Incremental,"This paper is a 5.2/10 for novelty, and we are 97% confident in this assessment. The high confidence (97%) indicates strong consensus across all judge perspectives.",Consensus,0.596,0.3,0.7179,0.9293
029_473,https://doi.org/10.1016/j.wear.2025.205942,Impact of cutting tool and workpiece material on initial notch wear in turning,0.5204,0.9619,0.4239,Incremental,"This paper is a 5.2/10 for novelty, and we are 96% confident in this assessment. The high confidence (96%) indicates strong consensus across all judge perspectives.",Consensus,0.604,0.3,0.6801,0.95
029_474,https://doi.org/10.1186/s43163-025-00792-9,Assessment of oropharyngeal dysphagia in patients with rheumatoid arthritis,0.4657,0.9647,0.3918,Incremental,"This paper is a 4.7/10 for novelty, and we are 96% confident in this assessment. The high confidence (96%) indicates strong consensus across all judge perspectives.",Consensus,0.512,0.3,0.6851,0.9464
029_475,https://doi.org/10.3390/foods14030535,"Bioactive Peptides from Milk Proteins with Antioxidant, Anti-Inflammatory, and Antihypertensive Activities",0.4007,0.9615,0.4276,Incremental,"This paper is a 4.0/10 for novelty, and we are 96% confident in this assessment. The high confidence (96%) indicates strong consensus across all judge perspectives.",Consensus,0.42,0.3,0.5875,0.9235
029_476,https://doi.org/10.55927/ijba.v3i6.6460,Analysis of the Effect of Public Infrastructure on the Economy in South Sumatra Province,0.4277,0.9431,0.6319,Incremental,"This paper is a 4.3/10 for novelty, and we are 94% confident in this assessment. The high confidence (94%) indicates strong consensus across all judge perspectives.",Consensus,0.444,0.3,0.7131,0.95
029_477,https://doi.org/10.2166/wp.2023.232,Performance evaluation of China's agricultural water rights markets (2002–2020),0.5388,0.96,0.4442,Incremental,"This paper is a 5.4/10 for novelty, and we are 96% confident in this assessment. The high confidence (96%) indicates strong consensus across all judge perspectives.",Consensus,0.584,0.4,0.6837,0.948
029_478,https://doi.org/10.1080/22221751.2025.2459142,HIV molecular transmission networks among students in Guangxi: unraveling the dynamics of student-driven HIV epidemic,0.5225,0.954,0.5114,Incremental,"This paper is a 5.2/10 for novelty, and we are 95% confident in this assessment. The high confidence (95%) indicates strong consensus across all judge perspectives.",Consensus,0.612,0.3,0.6533,0.94
029_479,https://doi.org/10.17219/acem/186815,From hallucinations to delusions: A narrative review of psychotic-like experiences and their implications,0.45,0.9277,0.8036,Incremental,"This paper is a 4.5/10 for novelty, and we are 93% confident in this assessment. The high confidence (93%) indicates strong consensus across all judge perspectives. Note: Final score was adjusted by the Skeptic Gate (Responsible Metrics filter).",VETO: Review Cap (Consensus),0.54,0.25,0.7184,0.9331
029_480,https://doi.org/10.1007/s10543-024-01034-9,Block diagonal Calderón preconditioning for scattering at multi-screens,0.6107,0.9127,0.9702,Moderately Novel,"This paper is a 6.1/10 for novelty, and we are 91% confident in this assessment. The high confidence (91%) indicates strong consensus across all judge perspectives.",Consensus,0.748,0.3,0.7191,0.8963
029_481,https://doi.org/10.38124/ijisrt/ijisrt24jun558,"Assessing the Relationship of Service Quality and Attributes of Selected Coffee Shop to Customer Satisfaction in Poblacion, Valencia City, Bukidnon",0.4838,0.9594,0.4511,Incremental,"This paper is a 4.8/10 for novelty, and we are 96% confident in this assessment. The high confidence (96%) indicates strong consensus across all judge perspectives.",Consensus,0.542,0.3,0.6855,0.95
029_482,https://doi.org/10.1089/heq.2023.0188,Racial (In)Equity in South Los Angeles—Community Centered Experiences with COVID-19 Syndemics,0.4914,0.925,0.8333,Incremental,"This paper is a 4.9/10 for novelty, and we are 93% confident in this assessment. The high confidence (93%) indicates strong consensus across all judge perspectives.",Consensus,0.554,0.3,0.6896,0.8997
029_483,https://doi.org/10.3390/min15090940,Reactive Transport Model of Steel/Bentonite Interactions in the FEBEX In Situ Test,0.5401,0.9625,0.4161,Incremental,"This paper is a 5.4/10 for novelty, and we are 96% confident in this assessment. The high confidence (96%) indicates strong consensus across all judge perspectives.",Consensus,0.586,0.4,0.6855,0.9417
029_484,https://doi.org/10.3390/agriculture15111158,Research Review of Agricultural Machinery Power Chassis in Hilly and Mountainous Areas,0.4458,0.9712,0.3195,Incremental,"This paper is a 4.5/10 for novelty, and we are 97% confident in this assessment. The high confidence (97%) indicates strong consensus across all judge perspectives.",Consensus,0.504,0.25,0.6838,0.95
029_485,https://doi.org/10.1097/j.pain.0000000000003155,The geography of arthritis-attributable pain outcomes: a county-level spatial analysis,0.5359,0.9844,0.1728,Incremental,"This paper is a 5.4/10 for novelty, and we are 98% confident in this assessment. The high confidence (98%) indicates strong consensus across all judge perspectives.",Consensus,0.624,0.3,0.715,0.9323
029_486,https://doi.org/10.3389/fped.2024.1296193,"Treatment outcome of pneumonia and its associated factors among pediatric patients admitted to Hiwot Fana Comprehensive Specialized University Hospital, Eastern Ethiopia",0.4486,0.9554,0.495,Incremental,"This paper is a 4.5/10 for novelty, and we are 96% confident in this assessment. The high confidence (96%) indicates strong consensus across all judge perspectives.",Consensus,0.494,0.3,0.6223,0.8909
029_487,https://doi.org/10.1039/d4dt03281k,Two-fold proton coupled electron transfer of a Ta( <scp>v</scp> ) aniline complex mediated by a redox active NNN pincer ligand,0.6536,0.9455,0.6059,Moderately Novel,"This paper is a 6.5/10 for novelty, and we are 95% confident in this assessment. The high confidence (95%) indicates strong consensus across all judge perspectives.",Consensus,0.78,0.4,0.6556,0.9358
029_488,https://doi.org/10.3390/toxins15110656,"Structural Similarities, in Relation with the Cross-Reactivity, of Hymenoptera Allergenic Dipeptidyl Peptidases IV—An Overall Comparison Including a New Dipeptidyl Peptidase IV Sequence from Vespa velutina",0.5019,0.8842,1,Incremental,"This paper is a 5.0/10 for novelty, and we are 88% confident in this assessment. The moderate confidence (88%) suggests reasonable agreement among judges.",Socratic Panel,0.572,0.3,0.6872,0.9442
029_489,https://doi.org/10.1016/j.rechem.2024.101889,Effect of Ag–Te alloys on pH sensitivity of Ag2O–TeO2 glass/stainless steel enamel,0.5534,0.9584,0.4628,Moderately Novel,"This paper is a 5.5/10 for novelty, and we are 96% confident in this assessment. The high confidence (96%) indicates strong consensus across all judge perspectives.",Consensus,0.608,0.4,0.6862,0.9377
029_490,https://doi.org/10.1039/d5dt02141c,"Stability, structure, dynamics and thermal properties of C-type aluminium tris-dihydrogen phosphate",0.5338,0.9577,0.4704,Incremental,"This paper is a 5.3/10 for novelty, and we are 96% confident in this assessment. The high confidence (96%) indicates strong consensus across all judge perspectives.",Consensus,0.62,0.3,0.7181,0.9259
029_491,https://doi.org/10.1002/pul2.12313,Pulmonary artery dilatation in different causes of pulmonary hypertension,0.5061,0.9658,0.3796,Incremental,"This paper is a 5.1/10 for novelty, and we are 97% confident in this assessment. The high confidence (97%) indicates strong consensus across all judge perspectives.",Consensus,0.58,0.3,0.6808,0.949
029_492,https://doi.org/10.1103/physrevd.109.033011,"Determination of the <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" display=""inline""><mml:mi>D</mml:mi><mml:mo stretchy=""false"">→</mml:mo><mml:mi>π</mml:mi><mml:mi>π</mml:mi></mml:math> ratio of penguin over tree diagrams",0.4925,0.945,0.6106,Incremental,"This paper is a 4.9/10 for novelty, and we are 95% confident in this assessment. The high confidence (95%) indicates strong consensus across all judge perspectives.",Consensus,0.556,0.3,0.6892,0.932
029_493,https://doi.org/10.3389/fonc.2023.1268584,Cost-effectiveness analysis of toripalimab for metastatic or recurrent triple-negative breast cancer,0.494,0.9333,0.7406,Incremental,"This paper is a 4.9/10 for novelty, and we are 93% confident in this assessment. The high confidence (93%) indicates strong consensus across all judge perspectives.",Consensus,0.564,0.3,0.6563,0.9221
029_494,https://doi.org/10.3390/logistics9030118,Designing Competitive Nanostore Networks for Enhanced Food Accessibility: Insights from a Competitive Facility Location Model,0.534,0.9675,0.3607,Incremental,"This paper is a 5.3/10 for novelty, and we are 97% confident in this assessment. The high confidence (97%) indicates strong consensus across all judge perspectives.",Consensus,0.62,0.3,0.7196,0.9068
029_495,https://doi.org/10.1002/ece3.72244,Larval Adaptation to Salinity Shock in Cane Toads ( <scp> <i>Rhinella marina</i> </scp> ) From Coastal French Guiana,0.5236,0.9676,0.3604,Incremental,"This paper is a 5.2/10 for novelty, and we are 97% confident in this assessment. The high confidence (97%) indicates strong consensus across all judge perspectives.",Consensus,0.62,0.3,0.6162,0.95
029_496,https://doi.org/10.1016/j.jvir.2025.06.010,Effectiveness of Transjugular Intrahepatic Portosystemic Shunt Creation for the Treatment of Hepatopulmonary Syndrome,0.4374,0.9718,0.313,Incremental,"This paper is a 4.4/10 for novelty, and we are 97% confident in this assessment. The high confidence (97%) indicates strong consensus across all judge perspectives.",Consensus,0.464,0.3,0.69,0.9238
029_497,https://doi.org/10.1017/cts.2025.10123,Participation in cancer survivorship survey research: Differences by rurality and age,0.4599,0.9472,0.5862,Incremental,"This paper is a 4.6/10 for novelty, and we are 95% confident in this assessment. The high confidence (95%) indicates strong consensus across all judge perspectives.",Consensus,0.532,0.25,0.6568,0.926
029_498,https://doi.org/10.3389/fpsyg.2024.1360951,Lower class competence stereotypes of the upper class increase class conflict: mediation by intergroup envy and moderation by upward social mobility belief,0.4669,0.9419,0.6457,Incremental,"This paper is a 4.7/10 for novelty, and we are 94% confident in this assessment. The high confidence (94%) indicates strong consensus across all judge perspectives.",Consensus,0.532,0.3,0.5771,0.9182
029_499,https://doi.org/10.1016/j.gecco.2024.e02880,Illegal wildlife trade: An analysis of carnivore products found in markets in Benin and Niger,0.5211,0.945,0.6106,Incremental,"This paper is a 5.2/10 for novelty, and we are 95% confident in this assessment. The high confidence (95%) indicates strong consensus across all judge perspectives.",Consensus,0.604,0.3,0.6869,0.9305
029_500,https://doi.org/10.3151/jact.22.545,Nonlinear Wave Modulation for the Evaluation of Corroded Steel Plates Embedded in Concrete,0.5323,0.9267,0.8145,Incremental,"This paper is a 5.3/10 for novelty, and we are 93% confident in this assessment. The high confidence (93%) indicates strong consensus across all judge perspectives.",Consensus,0.618,0.3,0.7154,0.9486
029_501,https://doi.org/10.1620/tjem.2024.j128,MiR-24-3p Inhibits Migration and Proliferation of HUVECs by Downregulating CHI3L1,0.5141,0.9574,0.473,Incremental,"This paper is a 5.1/10 for novelty, and we are 96% confident in this assessment. The high confidence (96%) indicates strong consensus across all judge perspectives.",Consensus,0.588,0.3,0.7127,0.9412
029_502,https://doi.org/10.1016/j.heliyon.2024.e24210,"The physicochemical properties and molecular docking study of plasticized amphotericin B loaded sodium alginate, carboxymethyl cellulose, and gelatin-based films",0.4881,0.9358,0.7129,Incremental,"This paper is a 4.9/10 for novelty, and we are 94% confident in this assessment. The high confidence (94%) indicates strong consensus across all judge perspectives.",Consensus,0.544,0.3,0.7172,0.9296
029_503,https://doi.org/10.1016/j.cpb.2025.100445,Natural variation in HD10.1 promoter causing delayed heading date in rice,0.5302,0.9433,0.6299,Incremental,"This paper is a 5.3/10 for novelty, and we are 94% confident in this assessment. The high confidence (94%) indicates strong consensus across all judge perspectives.",Consensus,0.62,0.3,0.6818,0.9401
029_504,https://doi.org/10.3390/ijms25137015,Inference of Essential Genes of the Parasite Haemonchus contortus via Machine Learning,0.5608,0.9685,0.3505,Moderately Novel,"This paper is a 5.6/10 for novelty, and we are 97% confident in this assessment. The high confidence (97%) indicates strong consensus across all judge perspectives.",Consensus,0.62,0.4,0.6876,0.9139
029_505,https://doi.org/10.1088/1367-2630/ad602b,Interconversion between block coherence and multipartite entanglement in many-body systems,0.5882,0.935,0.7224,Moderately Novel,"This paper is a 5.9/10 for novelty, and we are 94% confident in this assessment. The high confidence (94%) indicates strong consensus across all judge perspectives.",Consensus,0.666,0.4,0.686,0.9386
029_506,https://doi.org/10.1002/vrc2.802,"T‐plate contoured to 90° to stabilise the scapular spine and acromion in a complex, comminuted scapular fracture in a Dachshund",0.4915,0.8881,1,Incremental,"This paper is a 4.9/10 for novelty, and we are 89% confident in this assessment. The moderate confidence (89%) suggests reasonable agreement among judges.",Socratic Panel,0.56,0.3,0.655,0.9185
029_507,https://doi.org/10.4103/ija.ija_382_25,"Incidence, causes, and effects of intraoperative hypothermia during elective oesophagectomy at a tertiary care centre- An observational study",0.4612,0.9658,0.38,Incremental,"This paper is a 4.6/10 for novelty, and we are 97% confident in this assessment. The high confidence (97%) indicates strong consensus across all judge perspectives.",Consensus,0.504,0.3,0.6885,0.9117
029_508,https://doi.org/10.15376/biores.19.2.3362-3374,Wood properties influencing surface cracking and moisture dynamics of untreated Norway spruce exposed outdoors,0.4839,0.9387,0.6812,Incremental,"This paper is a 4.8/10 for novelty, and we are 94% confident in this assessment. The high confidence (94%) indicates strong consensus across all judge perspectives.",Consensus,0.542,0.3,0.6872,0.9129
029_509,https://doi.org/10.3847/1538-4357/ad284e,Explosions in Roche-lobe Distorted Stars: Relativistic Bullets in Binaries,0.6326,0.874,1,Moderately Novel,"This paper is a 6.3/10 for novelty, and we are 87% confident in this assessment. The moderate confidence (87%) suggests reasonable agreement among judges.",Socratic Panel,0.735,0.4,0.716,0.9471
029_510,https://doi.org/10.3389/fpls.2023.1286199,Maize pollen carry bacteria that suppress a fungal pathogen that enters through the male gamete fertilization route,0.6217,0.9674,0.3625,Moderately Novel,"This paper is a 6.2/10 for novelty, and we are 97% confident in this assessment. The high confidence (97%) indicates strong consensus across all judge perspectives.",Consensus,0.772,0.3,0.6849,0.9374
029_511,https://doi.org/10.1371/journal.pone.0323269,Modeling and analysis of 100 kW two-stage three-phase grid-connected PV generation system under absurd atmospheric and grid disturbances,0.5085,0.9545,0.5052,Incremental,"This paper is a 5.1/10 for novelty, and we are 95% confident in this assessment. The high confidence (95%) indicates strong consensus across all judge perspectives.",Consensus,0.588,0.3,0.6565,0.9152
029_512,https://doi.org/10.3390/biomedicines12061146,Neurobiological Effects of Transcranial Direct Current Stimulation over the Inferior Frontal Gyrus: A Systematic Review on Cognitive Enhancement in Healthy and Neurological Adults,0.45,0.9367,0.7029,Incremental,"This paper is a 4.5/10 for novelty, and we are 94% confident in this assessment. The high confidence (94%) indicates strong consensus across all judge perspectives. Note: Final score was adjusted by the Skeptic Gate (Responsible Metrics filter).",VETO: Review Cap (Consensus),0.568,0.25,0.7168,0.944
029_513,https://doi.org/10.1016/j.heliyon.2024.e38105,Novel quinoline-4-carboxamide derivatives potentiates apoptosis by targeting PDK1 to overcome chemo-resistance in colorectal cancer: Theoretical and experimental results,0.5241,0.9344,0.7284,Incremental,"This paper is a 5.2/10 for novelty, and we are 93% confident in this assessment. The high confidence (93%) indicates strong consensus across all judge perspectives.",Consensus,0.604,0.3,0.7175,0.9349
029_514,https://doi.org/10.1136/bmjopen-2024-087602,What are the barriers and facilitators to help-seeking behaviour for symptoms in patients with ovarian cancer in China? A qualitative study,0.4903,0.9472,0.587,Incremental,"This paper is a 4.9/10 for novelty, and we are 95% confident in this assessment. The high confidence (95%) indicates strong consensus across all judge perspectives.",Consensus,0.57,0.3,0.5833,0.9271
029_515,https://doi.org/10.1136/bmjopen-2023-079969,"Bone age assessment based on three-dimensional ultrasound and artificial intelligence compared with paediatrician-read radiographic bone age: protocol for a prospective, diagnostic accuracy study",0.4217,0.9651,0.388,Incremental,"This paper is a 4.2/10 for novelty, and we are 97% confident in this assessment. The high confidence (97%) indicates strong consensus across all judge perspectives.",Consensus,0.588,0,0.6888,0.9155
029_516,https://doi.org/10.33474/ja.v5i2.20402,CREATIVITY OF ISLAMIC RELIGIOUS EDUCATION TEACHERS IN FORMING STUDENTS' BEHAVIOR AT KUTTAB AL HUSNAYAIN SURAKARTA,0.4192,0.957,0.4774,Incremental,"This paper is a 4.2/10 for novelty, and we are 96% confident in this assessment. The high confidence (96%) indicates strong consensus across all judge perspectives.",Consensus,0.434,0.3,0.6882,0.9145
029_517,https://doi.org/10.2478/amb-2025-0007,Investigating the Diagnostic and Risk Factors for Enterocolitis in Children with Hirschsprung’s Disease,0.436,0.9735,0.2942,Incremental,"This paper is a 4.4/10 for novelty, and we are 97% confident in this assessment. The high confidence (97%) indicates strong consensus across all judge perspectives.",Consensus,0.468,0.3,0.6525,0.9453
029_518,https://doi.org/10.4274/tjh.galenos.2024.2024.0045,A New Scoring System for the Evaluation of Ibrutinib-Associated Arrhythmias in Chronic Lymphocytic Leukemia: The ACEF Score,0.5025,0.9767,0.2591,Incremental,"This paper is a 5.0/10 for novelty, and we are 98% confident in this assessment. The high confidence (98%) indicates strong consensus across all judge perspectives.",Consensus,0.578,0.3,0.6568,0.9112
029_519,https://doi.org/10.1002/cam4.7225,The association of preoperative hematologic parameters with short‐term clinical outcomes in rectal cancer: A feature importance analysis,0.4533,0.9571,0.477,Incremental,"This paper is a 4.5/10 for novelty, and we are 96% confident in this assessment. The high confidence (96%) indicates strong consensus across all judge perspectives.",Consensus,0.496,0.3,0.6565,0.918
029_520,https://doi.org/10.1016/j.jenvman.2025.126255,Multivariate statistic validation of pH and ORP data as control inputs for biological nitrogen removal at full scale,0.5318,0.9481,0.5769,Incremental,"This paper is a 5.3/10 for novelty, and we are 95% confident in this assessment. The high confidence (95%) indicates strong consensus across all judge perspectives.",Consensus,0.622,0.3,0.686,0.9365
029_521,https://doi.org/10.1016/j.heliyon.2024.e30659,Review of the application of neural network approaches in pedestrian dynamics studies,0.45,0.9615,0.4282,Incremental,"This paper is a 4.5/10 for novelty, and we are 96% confident in this assessment. The high confidence (96%) indicates strong consensus across all judge perspectives. Note: Final score was adjusted by the Skeptic Gate (Responsible Metrics filter).",VETO: Review Cap (Consensus),0.52,0.25,0.7143,0.9402
029_522,https://doi.org/10.36253/caryologia-2036,Phenthoate toxicity evaluation in root meristem of Pisum sativum L.,0.4712,0.9461,0.5991,Incremental,"This paper is a 4.7/10 for novelty, and we are 95% confident in this assessment. The high confidence (95%) indicates strong consensus across all judge perspectives.",Consensus,0.516,0.3,0.7159,0.95
029_523,https://doi.org/10.1111/pce.70199,The Arabidopsis deNADding Enzyme DXO1 Modulates the Plant Immunity Response,0.6186,0.9249,0.8345,Moderately Novel,"This paper is a 6.2/10 for novelty, and we are 92% confident in this assessment. The high confidence (92%) indicates strong consensus across all judge perspectives.",Consensus,0.772,0.3,0.654,0.9475
029_524,https://doi.org/10.3390/ijerph22101567,Assessing Compliance with Evolving Exposure Standards: Respirable Crystalline Silica (RCS) Exposure in Western Australian Mining,0.4903,0.9776,0.2493,Incremental,"This paper is a 4.9/10 for novelty, and we are 98% confident in this assessment. The high confidence (98%) indicates strong consensus across all judge perspectives.",Consensus,0.558,0.3,0.6553,0.9108
029_525,https://doi.org/10.32614/rj-2023-084,singR: An R Package for Simultaneous Non-Gaussian Component Analysis for Data Integration,0.5188,0.9508,0.5468,Incremental,"This paper is a 5.2/10 for novelty, and we are 95% confident in this assessment. The high confidence (95%) indicates strong consensus across all judge perspectives.",Consensus,0.6,0.3,0.6881,0.9195
029_526,https://doi.org/10.26599/frict.2025.9441032,Recognizing and controlling water friction in nanoconfinement from the first water layer,0.5967,0.9121,0.9766,Moderately Novel,"This paper is a 6.0/10 for novelty, and we are 91% confident in this assessment. The high confidence (91%) indicates strong consensus across all judge perspectives.",Consensus,0.726,0.3,0.7108,0.95
029_527,https://doi.org/10.1016/j.cmpbup.2025.100180,Multiscale guided attention network for optic disc segmentation of retinal images,0.5587,0.9605,0.4384,Moderately Novel,"This paper is a 5.6/10 for novelty, and we are 96% confident in this assessment. The high confidence (96%) indicates strong consensus across all judge perspectives.",Consensus,0.612,0.4,0.7147,0.95
029_528,https://doi.org/10.1038/s41598-025-01950-y,"Changes and risk factors of adult prediabetes, diabetes prevalence and diabetes control among adult residents in Xinjiang from 2010 to 2018",0.4755,0.9289,0.7905,Incremental,"This paper is a 4.8/10 for novelty, and we are 93% confident in this assessment. The high confidence (93%) indicates strong consensus across all judge perspectives.",Consensus,0.524,0.3,0.7106,0.9448
029_529,https://doi.org/10.2147/ceor.s533069,Determinants of Economic Costs Following Road Traffic Injuries in Canada: A Quantile Regression Forests Machine Learning Approach,0.4453,0.9536,0.5159,Incremental,"This paper is a 4.5/10 for novelty, and we are 95% confident in this assessment. The high confidence (95%) indicates strong consensus across all judge perspectives.",Consensus,0.488,0.3,0.6251,0.9022
029_530,https://doi.org/10.3389/fmicb.2024.1483527,IRF7-deficient MDBK cell based on CRISPR/Cas9 technology for enhancing IBRV replication,0.5709,0.8874,1,Moderately Novel,"This paper is a 5.7/10 for novelty, and we are 89% confident in this assessment. The moderate confidence (89%) suggests reasonable agreement among judges.",Socratic Panel,0.687,0.3,0.687,0.9301
029_531,https://doi.org/10.3354/esr01427,Endurance or extinction: long-term declines in albatrosses at South Georgia highlight threats from South Atlantic fisheries and climate change,0.4962,0.9743,0.2857,Incremental,"This paper is a 5.0/10 for novelty, and we are 97% confident in this assessment. The high confidence (97%) indicates strong consensus across all judge perspectives.",Consensus,0.568,0.3,0.6542,0.9356
029_532,https://doi.org/10.5812/ijcm-151451,Explaining the Internal Foundations of Hope Formation in the Wives of Men with Cancer in Iran: A Qualitative Study,0.4867,0.9351,0.7209,Incremental,"This paper is a 4.9/10 for novelty, and we are 94% confident in this assessment. The high confidence (94%) indicates strong consensus across all judge perspectives.",Consensus,0.542,0.3,0.7151,0.9103
029_533,https://doi.org/10.3390/cancers17152520,Integrating Circulating Tumor DNA into Clinical Management of Colorectal Cancer: Practical Implications and Therapeutic Challenges,0.45,0.9078,1,Incremental,"This paper is a 4.5/10 for novelty, and we are 91% confident in this assessment. The high confidence (91%) indicates strong consensus across all judge perspectives. Note: Final score was adjusted by the Skeptic Gate (Responsible Metrics filter).",VETO: Review Cap (Socratic Panel),0.598,0.25,0.7471,0.8857
029_534,https://doi.org/10.3390/bioengineering12070715,Unlocking Superior MFH Performance Below Hergt’s Biological Safety Limit: SPION-Based Magnetic Nanoplatforms Deliver High Heating Efficiency at Low AMF,0.5036,0.9838,0.1804,Incremental,"This paper is a 5.0/10 for novelty, and we are 98% confident in this assessment. The high confidence (98%) indicates strong consensus across all judge perspectives.",Consensus,0.58,0.3,0.6561,0.9371
029_535,https://doi.org/10.1002/nop2.70209,Self‐Efficacy Mediates the Relationship Between Organisational Support and Health Education Competency: A Cross‐Sectional Study Among 9182 Nurses,0.4782,0.967,0.3664,Incremental,"This paper is a 4.8/10 for novelty, and we are 97% confident in this assessment. The high confidence (97%) indicates strong consensus across all judge perspectives.",Consensus,0.544,0.3,0.6177,0.9205
